´úÂë,2.²úÆ·´úÂë1,2.²úÆ·´úÂë2,2.²úÆ·´úÂë3,2.²úÆ·´úÂë4,2.²úÆ·´úÂë5,5.¼ÆÁ¿µ¥Î»1,5.¼ÆÁ¿µ¥Î»2,5.¼ÆÁ¿µ¥Î»3,5.¼ÆÁ¿µ¥Î»4,5.¼ÆÁ¿µ¥Î»5,6.Êµ¼Ê²úÁ¿1,6.Êµ¼Ê²úÁ¿2,6.Êµ¼Ê²úÁ¿3,6.Êµ¼Ê²úÁ¿4,6.Êµ¼Ê²úÁ¿5,2.Ô­¸¨²ÄÁÏ´úÂë1,2.Ô­¸¨²ÄÁÏ´úÂë2,2.Ô­¸¨²ÄÁÏ´úÂë3,2.Ô­¸¨²ÄÁÏ´úÂë4,2.Ô­¸¨²ÄÁÏ´úÂë5,3.¼ÆÁ¿µ¥Î»1,3.¼ÆÁ¿µ¥Î»2,3.¼ÆÁ¿µ¥Î»3,3.¼ÆÁ¿µ¥Î»4,3.¼ÆÁ¿µ¥Î»5,4.Êµ¼ÊÊ¹ÓÃÁ¿1,4.Êµ¼ÊÊ¹ÓÃÁ¿2,4.Êµ¼ÊÊ¹ÓÃÁ¿3,4.Êµ¼ÊÊ¹ÓÃÁ¿4,4.Êµ¼ÊÊ¹ÓÃÁ¿5,6.Áò·Ý£¨Ô­Ãº£©,6.Áò·Ý£¨Ï´¾«Ãº£©,6.Áò·Ý£¨ÆäËûÏ´Ãº£©,6.Áò·Ý£¨ÐÍÃº£©,6.Áò·Ý£¨½¹Ì¿£©,6.Áò·Ý£¨½¹Â¯ÃºÆø£©,6.Áò·Ý£¨¸ßÂ¯ÃºÆø£©,6.Áò·Ý£¨ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯Ê¯ÓÍÆø*£©,6.Áò·Ý£¨Á¶³§¸ÉÆø*£©,6.Áò·Ý£¨Ô­ÓÍ*£©,6.Áò·Ý£¨ÆûÓÍ*£©,6.Áò·Ý£¨ÃºÓÍ*£©,6.Áò·Ý£¨²ñÓÍ*£©,6.Áò·Ý£¨È¼ÁÏÓÍ*£©,6.Áò·Ý£¨ÆäËûÈ¼ÁÏ*£©,7.»Ò·Ý£¨Ô­Ãº£©,7.»Ò·Ý£¨Ï´¾«Ãº£©,7.»Ò·Ý£¨ÆäËûÏ´Ãº£©,7.»Ò·Ý£¨ÐÍÃº£©
520113100204G1L1289759100,14301502,,,,,¶Ö,,,,,285,,,,,143101,,,,,¶Ö,¶Ö,,,,150,820,,,,1.85,,,,,,,,,,,,,,,,,23.42,,,
520113100205G1520113G0097,372610,,,,,Á¾,,,,,300,,,,,,,,,,¶Ö,¶Ö,,,,0.4,0.02,,,,,,,,,,,,,,,,,,,,,,,,
520113100205G1520113G0106,372610,,,,,Á¾,,,,,500,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,15,3,1,1,,,,,,,,,,,,,,,,,,,,,,
520113100205G1520113G0116,372610,,,,,Á¾,,,,,700,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,0.8,0.02,0.07,0.06,,,,,,,,,,,,,,,,,,,,,,
520113100205G1520113G0120,372610,,,,,Á¾,,,,,15,,,,,,,,,,Éý,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,
520113100205G173096988400,223004,,,,,¶Ö,,,,,300,,,,,,,,,,¶Ö,,,,,300,,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113100206G121449312X00,31112010,,,,,¶Ö,,,,,339657,,,,,311101,311102,311103,311105,,¶Ö,¶Ö,¶Ö,¶Ö,,352265.3,21964.5,61878.2,56063.8,,3.2,,,,,,,,,,,,,,,,,17.6,,,
520113100206G121462532100,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,10000,,,,,313102,313103,,,,Íò·½,Íò·½,,,,2,1.3,,,,2.7,,,,,,,,,,,,,,,,,14.8,,,
520113100206G166698644300,372610,,,,,Á¾,,,,,100,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,0.2,0.1,0.2,0.02,,,,,,,,,,,,,,,,,,,,,,
520113100207G1520113G0102,372610,,,,,Á¾,,,,,25,,,,,,,,,,¶Ö,,,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,,
520113100207G1520113G0127,372610,,,,,Á¾,,,,,180,,,,,,,,,,¶Ö,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
520113100207G170963998700,461001,,,,,Á¢·½Ã×,,,,,14386861,,,,,,,461001,,,¶Ö,¶Ö,¶Ö,,,40,25,14471861,,,,,,,,,,,,,,,,,,,,,,,
520113100207G174570399000,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,1000,,,,,313103,313102,313101,,,¶Ö,¶Ö,¶Ö,,,750,750,750,,,,,,,,,,,,,,,,,,,,,,,
520113100207G174571299300,3131501001,,,,,Á¢·½Ã×/Ç§¿Ë,,,,,3383,,,,,,,,,,¶Ö,Á¢·½Ã×,Á¢·½Ã×,,,365,1580,355,,,,,,,,,,,,,,,,,,,,,,,
520113100207G177531626200,223004,,,,,¶Ö,,,,,8,,,,,,,,,,¶Ö,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
520113100207G1L1286322800,372610,,,,,Á¾,,,,,30,,,,,,,,,,¶Ö,Ç§¿Ë,,,,0.9,15,,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0082,372610,,,,,Á¾,,,,,400,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,0.9,0.12,0.07,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0086,372610,,,,,Á¾,,,,,500,,,,,,,,,,Ì×,¶Ö,,,,70,0.32,,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0087,372610,,,,,Á¾,,,,,1000,,,,,,,,,,¶Ö,,,,,0.208,,,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0088,372610,,,,,Á¾,,,,,800,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,0.6,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0095,372610,,,,,Á¾,,,,,1000,,,,,,,,,,¶Ö,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0096,372610,,,,,Á¾,,,,,80,,,,,,,,,,¶Ö,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0107,372610,,,,,Á¾,,,,,20,,,,,,,,,,¶Ö,Ç§¿Ë,,,,0.65,12,,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0117,372610,,,,,Á¾,,,,,700,,,,,,,,,,¶Ö,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0118,372610,,,,,Á¾,,,,,90,,,,,,,,,,¶Ö,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0121,372610,,,,,Á¾,,,,,100,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,1,0.15,0.1,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1520113G0124,372610,,,,,Á¾,,,,,100,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,1.15,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,
520113100208G1L1286052900,372610,,,,,Á¾,,,,,300,,,,,,,,,,¹«½ï,,,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,
520113100211G1520113G0119,372610,,,,,Á¾,,,,,25,,,,,,,,,,¶Ö,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
520113100211G1520113G0132,3131101105,,,,,Ç§¿é/Ç§¿Ë,,,,,4200,,,,,313102,313103,,,,¶Ö,¶Ö,,,,7075,2525,,,,3.2,,,,,,,,,,,,,,,,,17.6,,,
520113101000G170968467300,2611480307,,,,,¶Ö,,,,,2000,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,1300,600,650,,,4.13,,,,,,,,,,,,,,,,,21.45,,,
520113101000G171436799800,137140,,,,,¶Ö,,,,,52,,,,,137013,,,,,¶Ö,,,,,556,,,,,2.16,,,,,,,,,,,,,,,,,16,,,
520113101000G176138907300,311210,,,,,¶Ö,,,,,3000,,,,,,,,,,¶Ö,,,,,5000,,,,,2.85,,,,,,,,,,,,,,,,,14.67,,,
520113101001G166696364700,2611510103,102067,,,,¶Ö,¶Ö,,,,4000,8000,,,,261305,,,261302,261306,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,16000,12000,10000,4000,9000,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113101201G162220005800,27203590,,,,,Á£,,,,,8640000,,,,,272001,,,,,¿Ë,Ç§¿Ë,,,,300,3370,,,,,,,,,,,,,,,,,,,,,,,,
520113101201G170963955700,2661104016,,,,,¶Ö,,,,,2084.45,,,,,,,,,,¶Ö,¶Ö,,,,233,1697.98,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113101201G174114731700,346001,,,,,¶Ö,,,,,305.93,,,,,346018,346013,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,227,15.9,6.3,2.6,2.6,,,,,,,,,,,,,,,,,,,,,
520113101201G174574222800,31763001,,,,,Ç§¿Ë,,,,,460000,,,,,,,,,,¶Ö,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,
520113101201G174574952600,34111050,,,,,¶Ö,,,,,2563,,,,,341101,341106,341103,,,¶Ö,¶Ö,¶Ö,,,2600,69,9,,,,,,,,,,,,,,,,,,,,,,,
520113101201G175536649X00,3340101401,,,,,Ç§¿Ë,,,,,890000,,,,,334003,334006,,,,¶Ö,¶Ö,,,,775.61,120,,,,,,,,,,,,,,,,,,,,,,,,
520113101201G175537315500,31331030,,,,,Æ½·½Ã×/Ç§¿Ë,,,,,1842,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,30,10,20,,,,,,,,,,,,,,,,,,,,,,,
520113101201G178545685900,31653399,,,,,Ç§¿Ë,,,,,6417000,,,,,316903,316904,,,,¶Ö,¶Ö,¶Ö,,,3000,1200,2430,,,,,,,,,,,,,,,,,,,,,,,
520113101201G178545841600,2611480109,,,,,¶Ö,,,,,20,,,,,,,,,,¶Ö,¶Ö,,,,15,8,,,,,,,,,,,,,,,,,,,,,,,,
520113101204G175016205X00,1351110102,,,,,¶Ö,,,,,7200,,,,,135101,,,,,¶Ö,,,,,7200,,,,,5.83,,,,,,,,,,,,,,,,,34,,,
520113101205G121459769000,31763001,,,,,Ç§¿Ë,,,,,1700000,,,,,,,,,,¶Ö,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
520113101205G121462134700,,,,,,¶Ö,¶Ö,¶Ö,,,19000,14584,14584,,,322005,322001,346002,,,¶Ö,¶Ö,¶Ö,,,10450,10450,30,,,2.72,1.5,,,,,,,,,,,,,,,,14.69,10.3,,
520113101205G172216443700,31443020,,,,,¶Ö,,,,,18200,,,,,314501,314502,314503,,,¶Ö,¶Ö,¶Ö,¶Ö,,9778,5559,3253,6414,,,0.5,,,,,,,,,,,,,,,,,34.63,,
520113101205G174570127400,1530601101,1530351101,15302102,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,27443.15,24475.9,79747.92,2754.44,16390.35,153902,153304,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,129.3,331.809,3679.867,218.834,58.693,2.9,,,,,,,,,,,,,,,,,14.85,,,
520113101205G179529930800,,,,,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,,37468,25522,29537,25821,,,,,,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,,123309,59110,61290,59880,,4.31,,,,,,,,,,,,,,,,,20,,,
520113101207G166295451600,31563003,,,,,¼þ/Ç§¿Ë,,,,,480000,,,,,315901,315902,,,,¶Ö,¶Ö,,,,450,30,,,,,1.7,,,,,,,,,,,,,,,,,18.8,,
520113101207G172217696400,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,13000,,,,,313102,313103,,,,Íò·½,Íò·½,,,,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,
520113101207G176135375900,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,12000000,,,,,313102,313103,,,,Íò·½,Íò·½,,,,3,3.5,,,,2.72,,,,,,,,,,,,,,,,,14.7,,,
520113101208G121443597400,262030,,,,,¶Ö,,,,,20929,,,,,262404,262405,262406,,,¶Ö,¶Ö,¶Ö,,,11374.5,4094.8,5459.7,,,1.17,,,,,,,,,,,,,,,,,21.1,,,
520113102000G162225400500,31763001,,,,,¶Ö,,,,,6282.95,,,,,,,,,,¶Ö,,,,,6505,,,,,3.23,,,,,,,,,,,,,,,,,27.36,,,
520113102000G170963911900,26711099,,,,,¶Ö,,,,,500,,,,,267114,,267102,267107,267111,¶Ö,¶Ö,Ç§¿Ë,¶Ö,¶Ö,200,20,50,10,243,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113102001G121462703600,31763001,,,,,Ç§¿Ë,,,,,791800,,,,,,,,,,Ç§¿Ë,,,,,909490,,,,,,,,,,,,,,,,,,,,,,,,,
520113102201G121447329200,316538,,,,,Ç§¿Ë,,,,,1300000,,,,,316902,316903,316906,,,¶Ö,¶Ö,¶Ö,,,1176,65,65,,,1.85,,,,,,,,,,,,,,,,,23.42,,,
520113102201G121462233100,31763001,,,,,Ç§¿Ë,,,,,1206000,,,,,,,,,,Ç§¿Ë,,,,,1340000,,,,,2.3,,,,,,,,,,,,,,,,,17,,,
520113102201G1520113G0089,372610,,,,,Á¾,,,,,700,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,0.58,0.01,0.002,,,,,,,,,,,,,,,,,,,,,,,
520113102201G1520113G0094,372610,,,,,Á¾,,,,,730,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,1.12,0.15,0.02,,,,,,,,,,,,,,,,,,,,,,,
520113102201G1520113G0101,372610,,,,,Á¾,,,,,700,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,3.86,0.02,0.07,0.06,,,,,,,,,,,,,,,,,,,,,,
520113102201G1520113G0104,372610,,,,,Á¾,,,,,700,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,0.76,0.05,0.08,,,,,,,,,,,,,,,,,,,,,,,
520113102206G166299493X00,316530,3111204304,,,,¶Ö,¶Ö,,,,50747.28,9657,,,,316902,313505,324037,,,¶Ö,¶Ö,¶Ö,,,62143,10673,1671,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113102206G170951086800,3111201005,,,,,¶Ö,,,,,55000,,,,,311101,311102,311103,311105,,¶Ö,¶Ö,¶Ö,¶Ö,,50050,6050,560,16225,,4.29,,,,,,,,,,,,,,,,,24.61,,,
520113102206G173663350500,,,,,,¶Ö,,,,,187.2,,,,,,,,,,¶Ö,¶Ö,,,,177.8,42.48,,,,2.78,,,,,,,,,,,,,,,,,14.5,,,
520113102208G121462430200,316530,,,,,Ç§¿Ë,,,,,720,,,,,316907,316903,316902,,,¶Ö,¶Ö,¶Ö,,,400,300,280,,,2.93,,,,,,,,,,,,,,,,,16.51,,,
520113102208G176139099800,31763001,31751020,,,,Ç§¿Ë,Ç§¿Ë,,,,4451400,919250,,,,,,,,,¶Ö,,¶Ö,,,7278.5,,200.2,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113102209G1520113G0129,311210,,,,,¶Ö,,,,,3600,,,,,,,,,,¶Ö,,,,,7000,,,,,2.73,,,,,,,,,,,,,,,,,14.69,,,
520113102210G175016276200,331250,3312601002,,,,¶Ö,¶Ö,,,,1800,1000,,,,331209,,,,,¶Ö,¶Ö,,,,3060,597,,,,1.2,,,,,,,,,,,,,,,,,20,,,
520113102210G176605821400,2641110202,,,,,¶Ö,,,,,80,,,,,264104,264103,264102,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,15,8,20,30,7,2.72,,,,,,,,,,,,,,,,,14.7,,,
520113102210G177058672200,317340,,,,,Ç§¿Ë,,,,,144000,,,,,,319102,,,,¶Ö,¶Ö,,,,150,7,,,,1.02,,,,,,,,,,,,,,,,,14.7,,,
520113102211G121446226X00,3145,,,,,¶Ö,,,,,35000,,,,,314501,314502,314503,314504,,¶Ö,¶Ö,¶Ö,¶Ö,,20000,10000,4550,2800,,4.25,1.3,,,,,,,,,,,,,,,,20,10.2,,
520113102211G121462536400,32440101,,,,,¶Ö,,,,,3000,,,,,323009,,,,,¶Ö,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,
520113102211G1520113G0100,372610,,,,,Á¾,,,,,600,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,4.88,0.02,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,
520113102211G1520113G0126,372610,,,,,Á¾,,,,,100,,,,,,,,,,¶Ö,¶Ö,,,,0.07,0.02,,,,,,,,,,,,,,,,,,,,,,,,
520113102211G175015469000,324501,,,,,¶Ö,,,,,59525,,,,,322004,,,,,¶Ö,,,,,71430,,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113102212G121447574900,314720,,,,,Ç§¿Ë,,,,,30000,,,,,,,,,,¶Ö,¶Ö,,,,0.6,30,,,,,,,,,,,,,,,,,,,,,,,,
520113102212G121462545200,31734202,,,,,Ç§¿Ë,,,,,3500000,,,,,319101,319102,,,,¶Ö,¶Ö,¶Ö,¶Ö,,2220,350,1000,580,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113102212G171438933700,3134103002,,,,,Æ½·½Ã×/Ç§¿Ë,,,,,20000,,,,,313401,313402,313405,,,¶Ö,¶Ö,¶Ö,,,25,14,180,,,2.61,,,,,,,,,,,,,,,,,12.98,,,
520113102212G176607460100,26250107,,,,,¶Ö,,,,,2456,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,113.2,191.4,249.5,1907.4,,,,,,,,,,,,,,,,,,,,,,
520113102212G178017042100,26250107,,,,,¶Ö,,,,,3000,,,,,,,,,,¶Ö,,,,,3500,,,,,2.1,,,,,,,,,,,,,,,,,17.8,,,
520113102213G1520113G0078,31763001,,,,,Ç§¿Ë,,,,,369000,,,,,,,,,,¶Ö,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,
520113102213G1520113G0079,31763001,,,,,Ç§¿Ë,,,,,360000,,,,,,,,,,Ç§¿Ë,,,,,400000,,,,,,,,,,,,,,,,,,,,,,,,,
520113102213G1L0327167700,31763001,,,,,Ç§¿Ë,,,,,290000,,,,,,,,,,¶Ö,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
520113102214G170968308000,31311011,,,,,Ç§¿é/Ç§¿Ë,,,,,8000,,,,,313103,313101,313102,,,¶Ö,¶Ö,¶Ö,,,4000,6000,6000,,,4.06,,,,,,,,,,,,,,,,,26.16,,,
520113102214G177056568100,31653199,31653201,,,,Ç§¿Ë,Ç§¿Ë,,,,300000,100000,,,,316902,,,,,¶Ö,¶Ö,,,,320,30,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113102215G121462037900,316538,,,,,¶Ö,,,,,10000,,,,,316902,316903,,,,¶Ö,¶Ö,,,,9000,1800,,,,2.85,,,,,,,,,,,,,,,,,15.27,,,
520113200000G175536629700,3713,,,,,¼þ,,,,,200000,,,,,371301,,,,,¶Ö,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,
520113200000G178018876000,,,,,,¼þ,¼þ,¼þ,,,50000,50000,30000,,,371301,,,,,¶Ö,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,
520113200201G121462113600,311120,,,,,¶Ö,,,,,60000,,,,,,,311103,311104,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,12000,2400,29000,20000,600,2.71,,,,,,,,,,,,,,,,,14.58,,,
520113200201G1520113G0084,372610,,,,,Á¾,,,,,300,,,,,,,,,,¶Ö,¶Ö,,,,1.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,
520113200201G167071255X00,3111203603,,,,,¶Ö,,,,,23245.3,,,,,311101,311102,,,,¶Ö,¶Ö,,,,16325.5,23950.3,,,,4.29,,,,,,,,,,,,,,,,,24.61,,,
520113200201G174113674900,314430,,,,,¶Ö,,,,,333,,,,,314502,314503,314501,314504,,¶Ö,¶Ö,¶Ö,¶Ö,,220,5,90,55,,4.7,,,,,,,,,,,,,,,,,20.5,,,
520113200201G1L0327511700,2614010111,,,,,¶Ö,,,,,60,,,,,,,,,,¶Ö,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,
520113200202G175538339600,14835101,,,,,¶Ö,,,,,500,,,,,149201,,,,,¶Ö,¶Ö,¶Ö,,,60,200,2360,,,,,,,,,,,,,,,,,,,,,,,
520113200204G121462510200,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,4500,,,,,313102,313103,,,,¶Ö,¶Ö,¶Ö,¶Ö,,5000,1600,800,2000,,6.54,,,,,,,,,,,,,,,,,22.6,,,
520113200204G162220119x00,,,,,,¶Ö,,,,,6700,,,,,,,,,,¶Ö,,,,,6800,,,,,,,,,,,,,,,,,,,,,,,,,
520113200205G121462584X00,,,,,,¶Ö,,,,,28,,,,,359201,,,,,¶Ö,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
520113200205G1520113G0131,14612511,,,,,¶Ö,,,,,18,,,,,146202,,,,,¶Ö,Ö»,,,,1.8,2000,,,,,,,,,,,,,,,,,,,,,,,,
520113200206G170968499900,31311011,,,,,Ç§¿é/Ç§¿Ë,,,,,15000,,,,,313102,313103,313101,,,¶Ö,¶Ö,¶Ö,,,13750,7400,8000,,,9.06,,,,,,,,,,,,,,,,,26.16,,,
520113200207G170968335500,31311011,,,,,Ç§¿é/Ç§¿Ë,,,,,15000,,,,,313102,313103,313101,,,¶Ö,¶Ö,¶Ö,,,15000,8000,8000,,,6.6,,,,,,,,,,,,,,,,,25.6,,,
520113201203G127462099300,3133101101,3133101599,,,,Æ½·½Ã×/Ç§¿Ë,Ç§¿Ë,,,,5830,600000,,,,313301,,,,,Á¢·½Ã×,,,,,706,,,,,,,,,,,,,,,,,,,,,,,,,
520113201203G176139123700,13934002,,,,,¶Ö,,,,,5.5,,,,,,,,,,Ã¶,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,,128000,800,500,200,,,,,,,,,,,,,,,,,,,,,,
520113201212G1520113G0130,3133101599,,,,,Ç§¿Ë,,,,,120000,,,,,313301,,,,,Á¢·½Ã×,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121440108800,34531110,,,,,¶Ö,,,,,55025,,,,,373103,,,,,¶Ö,,,,,840,,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121440131x00,354410,359111,346001,,,¼þ£¨Ì×/Ì¨£©,Ç§¿Ë,Æ½·½Ã×,,,26370,285000,3750,,,346006,346003,353006,353001,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,¶Ö,,97,2500,1780,2840,,,,,,,,,,,,,,,,,,,,,,
520114000000G121440502x00,351220,,,,,Ì¨/Ç§Íß,,,,,3367,,,,,351206,371102,371103,,,¶Ö,¶Ö,¶Ö,,,273,14,9,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121440527--3,3761901102,3761901102,3761901102,3761901106,3761901102,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,2955,844,133719,3,260,358101,358101,,,,¶Ö,¶Ö,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121440560100,3725,3741,,,,ÍòÌ×,ÍòÌ¨,ÍòÖ§,,,66.3,14.1,159.5,,,372501,374101,,,,¶Ö,¶Ö,,,,428,400,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121440566000,3592101099,395962,39566002,3411105011,,Ç§¿Ë,Ç§¿Ë,Ì¨,¶Ö,,210000,54000,20457,850,,359202,341101,341106,341103,,¶Ö,¶Ö,¶Ö,¶Ö,,230,1155,14.4,1.2,,,,,,,,,,,,,,,,,,,,,,
520114000000G121440660400,,,,,,,,,,,,,,,,352401,352402,352406,,,¶Ö,¶Ö,¶Ö,,,300,120,1.5,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121445581x00,3725,3725,367901,,,¶Ö,¶Ö,Ç§¿Ë,,,155,90,24000,,,261315,346003,405912,266641,264305,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,200,50,3000,2000,100,,,,,,,,,,,,,,,,,,,,,
520114000000G121445889303,461001,,,,,Á¢·½Ã×,,,,,34383900,,,,,461001,,,,,Á¢·½Ã×,,,,,34383900,,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121445975--7,39312099,,,,,Ç§Ã×/¶Ö,,,,,98131,,,,,357401,431003,,,,¶Ö,¶Ö,,,,2415,1240,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121447620--7,3411101002,393110,,,,¶Ö,¶Ö,,,,29000,22000,,,,341101,324030,334003,,,¶Ö,¶Ö,¶Ö,,,30000,12000,2100,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121449314--2,40711011,,,,,Ì¨,,,,,650000,,,,,407104,,,,,Íò¸ö,ÍòÌ×,,,,65,65,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121452245300,361190,,,,,Ç§¿Ë,,,,,68000,,,,,359112,261426,341101,,,¶Ö,Æ¿,¶Ö,,,45,500,85,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121455866--7,344610,,,,,Ç§¿Ë,,,,,450000,,,,,358201,,,,,¶Ö,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G121456365000,31281111,,,,,Æ½·½Ã×/¶Ö,,,,,300000,,,,,202907,,,,,¶Ö,¶Ö,,,,208,1560,,,,5,,,,,,,,,,,,,,,,,20,,,
520114000000G145535115900,357110,357190,,,,Ì¨,Ç§¿Ë,,,,605,17000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G162221161100,312110,,,,,Á¢·½Ã×/¶Ö,,,,,82029,,,,,312301,101904,,,,¶Ö,Á¢·½Ã×,¶Ö,,,29000,98000,1100,,,,,,,,,,,,,,,,,,,,,,,
520114000000G162223095100,10110109,,,,,¶Ö,,,,,4500,,,,,101103,,,,,¶Ö,,,,,32000,,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G162224098--1,36131011,,,,,Ì¨,,,,,715,,,,,372501,,,,,¶Ö,,,,,10714,,,,,3.4,,,,,,,,,,,,,,,,,17,,,
520114000000G166299153600,2661430102,,,,,¶Ö,,,,,2774.49,,,,,266601,264404,263155,261108,,¶Ö,Ç§¿Ë,¶Ö,¶Ö,,116,3070.1,25.5,1500,,,,,,,,,,,,,,,,,,,,,,
520114000000G166299311x00,3551103101,,,,,Ì×,,,,,2250000,,,,,355101,355106,,,,¶Ö,¶Ö,,,,2069,5.82,,,,,,,,,,,,,,,,,,,,,,,,
520114000000G167071668100,34,,,,,¼þ,,,,,700000,,,,,352201,395202,266507,334006,,¶Ö,¶Ö,¶Ö,¶Ö,,200,300,150,50,,,,,,,,,,,,,,,,,,,,,,
520114000000G168018131800,312399,,,,,¶Ö,,,,,72,,,,,312301,312303,313504,,,¶Ö,¶Ö,¶Ö,,,12,12,12,,,,,,,,,,,,,,,,,,,,,,,
520114000000G168395815300,312110,,,,,Á¢·½Ã×/¶Ö,,,,,60000,,,,,312301,312303,101103,101904,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,19800,3600,54000,66000,540,,,,,,,,,,,,,,,,,,,,,
520114000000G168396987200,34526099,345260,,,,Ç§¿Ë,Ç§¿Ë,,,,700,400,,,,352301,352303,405108,,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,,,350,300,100,,,,,,,,,,,,,,,,,,,,,,,
